hindi_female_004508|i s a ee <wb> k a ii <wb> b a aa r a <wb> m a q c a i t a <wb> bh a ii <wb> k a i y a aa <wb> g a y a aa <wb> h a ei
hindi_female_004512|u s a t a aa d a <wb> b a i s a m a i l a l a aa h a <wb> kh a aa n a <wb> bh a aa r a t a ii y a <wb> s a q g a ii t a <wb> h a ii <wb> n a h a ii q <wb> s a m a uu c a ee <wb> k a l a aa <wb> s a q s a aa r a <wb> m a ee q <wb> ee k a <wb> w a i l a k a sx a nx a <wb> u p a s a th a i t a i <wb> r a h a ee
hindi_female_004516|u s a t a aa d a <wb> k a o <wb> tx a r a i b a y a uu tx a <wb> k a ii <wb> t a r a h a <wb> l a i kh a aa <wb> g a y a aa <wb> w a y a o m a ee sh a <wb> sh a u k a l a <wb> k a aa <wb> g a d a y a <wb> u n a k a ii <wb> k a l a aa <wb> k a o <wb> s a aa q s a k a rq t a i k a <wb> r a aa j a n a ii t a i <wb> k a ee <wb> p a r a t a i r a o dh a <wb> k a ee <wb> s a q k a ee t a o q <wb> k a ii <wb> t a r a h a <wb> d a ee kh a t a aa <wb> h a ei
hindi_female_004517|i s a <wb> a q k a <wb> s a ee <wb> h a m a <wb> ee k a <wb> n a y a aa <wb> kh a q dx a <wb> u n a <wb> k a l a aa <wb> r a uu p a o q <wb> p a r a <wb> aa r a q bh a <wb> k a r a <wb> r a h a ee <wb> h a ei q <wb> j a i n a h a ee q <wb> l a o k a <wb> p a r a i y a <wb> y a aa <wb> p a p a u l a r a <wb> k a h a aa <wb> j a aa t a aa <wb> h a ei
hindi_female_004519|y a uu r a o p a <wb> k a aa <wb> b a aa y a aa mq <wb> h a i s a s a aa <wb> a f a r a ii k a aa <wb> k a ee <wb> d a aa h a i n a ee <wb> m a ee q <wb> ou r a <wb> aa s a tx a r a ee l a i y a aa <wb> k a aa <wb> uu p a r a ii <wb> p a sh a c a i m a ii <wb> k a i n a aa r a aa <wb> aa j a <wb> k a ee <wb> t a m a i l a n a aa dx a u <wb> k a ee <wb> b a g a l a <wb> m a ee q <wb> th a aa
hindi_female_004527|k a w a ei q <wb> k a ii <wb> u m a r a <wb> k a r a ii b a n a <wb> a txh a aa r a h a <wb> s a aa l a <wb> r a h a ii <wb> h a o g a ii <wb> y a aa n a i <wb> k a i <wb> w a o <wb> n a w a k a i sh a o r a <wb> th a aa <wb> aa j a <wb> k a aa <wb> tx a ii n a ee j a r a
hindi_female_004537|j a h a aa mq <wb> bh a ii <wb> k a o ii <wb> n a ii <wb> dh a w a n a i <wb> s a u n a t a aa <wb> t a u r a q t a <wb> u s a ee <wb> d a o h a r a aa t a aa
hindi_female_004544|k a u ch a <wb> l a o g a o q <wb> k a o <wb> t a o <wb> dx a r a <wb> th a aa <wb> k a i <wb> k a w a ei q <wb> k a i s a ii <wb> k a aa l a ee <wb> d a ee w a t a aa <wb> k a ii <wb> aa r a aa dh a n a aa <wb> k a r a t a aa <wb> h a ei
hindi_female_004545|i s a <wb> b a ii c a <wb> k a w a ei q <wb> n a ee <wb> a p a n a ee <wb> k a b a ii l a ee <wb> w a aa l a o q <wb> k a ee <wb> s a aa th a <wb> kh a aa n a aa <wb> b a i l a k a u l a <wb> h a ii <wb> b a q d a <wb> k a r a <wb> d a i y a aa
hindi_female_004549|k a bh a ii <wb> k a bh a ii <wb> k a w a ei q <wb> g a u s a s a ee <wb> m a ee q <wb> p a t a th a r a <wb> u txh a aa k a r a <wb> ph a ee q k a <wb> bh a ii <wb> d a ee t a aa
