marathi_female_000000|t a y a aa q n a aa <wb> ee k a <wb> s a u q d a r a <wb> s a t a r a ii <wb> r aa j a w aa dx y aa t uu n a <wb> b a aa h a ee r a <wb> p a dx a t a aa q n a aa <wb> d a i s a l a ii
marathi_female_000008|t a y a aa n a q t a r a <wb> t a y a aa c a y a aa <wb> p a aa txh a o p a aa txh a <wb> t a i s a r a aa <wb> p a u r a u sx a <wb> y a sh a <wb> n a i gh a uu n a <wb> g a ee l a aa
marathi_female_000010|t a ee w a h a aa <wb> r a aa j a aa n a ee <wb> t a y a aa l a aa h a ii <wb> h a aa t a <wb> j a o dx a uu n a <wb> n a m a r a p a nx a ee <wb> t a y a aa c a ee <wb> n a aa w a <wb> w a i c a aa r a l a ee
marathi_female_000011|t a o <wb> p a u r a u sx a <wb> m a h a nx a aa l a aa <wb> m a aa jh a ee <wb> n a aa w a <wb> s a d a aa c a aa r a
marathi_female_000015|r a aa j a aa c a ee <wb> h a ee <wb> b a o l a <wb> ei k a uu n a <wb> s a d a aa c a aa r a <wb> r aa j a w aa dx y aa t a c a <wb> th a aa q b a l a aa
marathi_female_000020|g a aa w a aa t a <wb> ee k a <wb> sh a q k a r a aa c a ii <wb> p i mq dx ii <wb> h a o t a ii <wb> t a y a aa c a aa <wb> ee k a <wb> p u j aa r ii <wb> h a o t a aa
marathi_female_000030|ee k a <wb> g a rq h a s a th a <wb> m a h a aa t a aa r a p a nx a aa m a u lx a ee <wb> b a r a aa c a <wb> th a k a l aa <wb> h a o t a aa
marathi_female_000032|t a y a aa n a ee <wb> aa p a l a y a aa <wb> m a u l a aa q n a aa <wb> b a r a aa c a <wb> u p a d a ee sh a <wb> k a ee l a aa <wb> p a nx a <wb> u p a dx y aa <wb> gh a dx y aa w a r a <wb> p a aa nx a ii
marathi_female_000035|t a y a aa <wb> g rq h a s th aa n ee <wb> t y aa mq c y aa p ei k ii <wb> p a r a t a y a ee k a aa l a aa <wb> aa p a aa p a l a ii <wb> k a aa txh a ii <wb> m o dx a nx y aa s a <wb> s a aa q g a i t a l a ee
marathi_female_000042|w a dx a ii l a <wb> ee w a dxh a ee c a <wb> b a o l a l a ee <wb> p a nx a <wb> t a ee <wb> s a uu j a nj a <wb> m a u l a g a ee <wb> s a m a j aa y a c ee <wb> t a ee <wb> s a m a j a l a ee
marathi_female_000047|t a y a aa q n a aa <wb> p a r a sh a n a <wb> p a dx a t a o <wb> r a th aa t ii l a <wb> d a ee w a aa l a aa <wb> d a u s a y a aa <wb> g a aa w a aa l a aa <wb> k a s a ee <wb> p o h o c a w aa y a c ee
marathi_female_000049|m a aa r a g a aa t a <wb> m a dh a y a ee c a <wb> bh aa w i k aa mq n aa <wb> k a c a r a aa <wb> kh aa nx aa r ee <wb> ee k a <wb> g a aa dxh a w a <wb> d a i s a t a ee
marathi_female_000051|r a ee sh a m a ii <wb> w a s a t a r a <wb> gh a aa l a uu n a <wb> s a j a w a t aa t a <wb> aa nx a i <wb> t a y a aa w a r a <wb> d a ee w a aa l a aa <wb> b a s a w a t aa t a
marathi_female_000061|h a ee <wb> p a aa h a uu n a <wb> bh aa w i k a <wb> bh a dx a k a t aa t a <wb> aa nx a i <wb> g a aa dxh a w a aa l a aa <wb> dh o p a tx a t aa t a
marathi_female_000069|sh a ee w a tx a ii <wb> t a o <wb> m a aa nx a uu s a <wb> m a h a aa t a aa r a aa <wb> jh a aa l a aa
marathi_female_000073|p a r a t a y a ee k a aa c a y a aa <wb> j a ii w a n a aa t a <wb> ee k a d a aa <wb> t a r a ii <wb> p a r a ii s a <wb> y a ee t a <wb> a s a t a o
marathi_female_000075|k a o nx a t a y a aa <wb> n a aa <wb> k a o nx a t a y a aa <wb> r a uu p a aa t a <wb> t a o <wb> aa p a l a y a aa l a aa <wb> bh a ee tx a t a <wb> a s a t a o <wb> aa nx a i <wb> aa p a l y aa t a l y aa <wb> l o kh a mq dx aa c ee <wb> s a o n a ee <wb> k a r a ii t a <wb> a s a t a o
marathi_female_000078|m a u q b a ii <wb> k a dh a ii h a ii <wb> n a <wb> jh a o p a nx a aa r a <wb> sh a h a r a <wb> p a nx a <wb> i th a ee <wb> s a u d a dh a aa <wb> m a n a m a o h a k a <wb> s a k a aa lx a <wb> r a o j a <wb> h a o t a ee <wb> b a r a <wb> k a aa
