gujarati_female_000047|C32 C0 C11 C22 C0 C24 C0 C1 C23 <wb> C21 C0 C36 C13 C0 C9 C0 C1 C23 C24 C0 C26 <wb> C31 C0 C16 C32 C0 C21 C0 <wb> C30 C0 C28 C0 C29 C0 C31 C0 <wb> C32 C0 C33 C0 C1 <wb> C19 C0 C23 C28 C0 C37 C0 C1 C24 C0 C11 <wb> C19 C0 C1 C29 C0 C25 C0 C11 <wb> C30 C0 C32 C0 C32 C0 <wb> C8 C0 C29 C0 C36 C17 C0 C38 C0 C1 <wb> C19 C0 C29 C0 C32 C0 C16 <wb> C3 C0 C1 C28 C0 C36 C24 C0 C16 <wb> C1 C23 C13 C0 C21 C0 C16 C26 C22 C0 C1 C23 C33 C0 C16 <wb> C0 C22 C0 C1 C29 C0 C1 <wb> C28 C0 C29 C0 <wb> C6 C0 C21 C0 C19 C0 C1 C32 C0 C1 <wb> C37 C0 C15 C0 C1 C21 C0 C24 C0 C1 <wb> C6 C0 C1 C23 C34 C0 C1 <wb> C15 C0 C17 C0 C16 <wb> C11 <wb> C11 C17 C0 <wb> C14 C0 C29 C0 C22 C0 C1 C23 <wb> C19 C0 C38 C0 C1 C23 C19 C0 <wb> C28 C0 C9 C0 C38 C0 C1 <wb> C15 C0 C31 C0 C11
gujarati_female_000090|C1 <wb> C37 C0 C16 C17 C0 C38 C0 <wb> C7 C0 C37 C0 C1 C29 C0 C1 <wb> C4 C0 C1 C29 C0 C32 C0 C11 <wb> C26 C30 C0 C34 C0 C29 C0 C11 C21 C0 C16 C38 C0 C1 C24 C0 C11 <wb> C30 C0 C32 C0 C32 C0 <wb> C30 C0 C26 C21 C0 <wb> C22 C0 C11 C5 C0 C26 <wb> C17 C0 C16 C32 C0 C37 C0 C1 C24 C0 C26 <wb> C5 C0 C1 C21 C0 C16 <wb> C29 C0 C15 C0 C11 C21 C0 C26 <wb> C36 C28 C0 C19 C0 C29 C0 C22 C0 <wb> C32 C0 C26 C9 C0 C38 C0 C26 <wb> C15 C0 C32 C0 C26 <wb> C0 C24 C0 C11 <wb> C4 C0 C1 C29 C0 C32 C0 C24 C0 C16 <wb> C34 C0 C16 C22 C0 C24 C0 C11 <wb> C13 C0 C36 C22 C0 C1 C37 C0 C16 <wb> C7 C0 C16 C8 C0 C11 C21 C0 C26 <wb> C1 C32 C0 C22 C0 C37 C0 C16 C31 C0 C37 C0 C1 C30 C0 <wb> C28 C0 C1 C6 C0 C26 <wb> C0 C28 C0 C1 C37 C0 C38 C0 C26 <wb> C15 C0 C32 C0 C26
gujarati_female_000120|C15 C0 C1 C16 C9 C0 C29 C0 C26 C17 C0 C24 C0 <wb> C17 C0 C11 C37 C0 C1 <wb> C15 C0 C21 C0 C19 C0 C1 <wb> C32 C0 C32 C0 C32 C0 C37 C0 C26 <wb> C32 C0 C1 C29 C0 C1 C24 C0 C1 <wb> C15 C0 C1 C29 C0 C7 C0 C22 C0 C1 C23 <wb> C30 C0 C23 C21 C0 C38 C0 C24 C0 <wb> C28 C0 C1 C22 C0 C11 <wb> C11 C34 C0 C21 C0 C11 <wb> C19 C0 C11 <wb> C33 C0 C29 C0 C22 C0 C26 C24 C0 C38 C0 C36 C19 C0 C21 C0 C16 C38 C0 C29 C0 <wb> C28 C0 C29 C0 C19 C0 C29 C0 C16 C38 C0 C1 <wb> C19 C0 C29 C0 C11 <wb> C32 C0 C38 C0 C1 C29 C0 C11 <wb> C28 C0 C29 C0 C19 C0 C1 C31 C0 <wb> C36 C29 C0 C17 C0 C1 C24 C0 C1 <wb> C19 C0 C25 C0 C26 <wb> C11 C37 C0 C1 <wb> C12 C0 C26 C34 C0 C26 C24 C0 <wb> C36 C32 C0 C28 C0 C24 C0 C24 C0 <wb> C33 C0 C1 C38 C0 <wb> C6 C0 C11
gujarati_female_000123|C11 C28 C0 C29 C0 C16 C21 C0 <wb> C3 C0 C11 <wb> C15 C0 C17 C0 C1 C29 C0 <wb> C7 C0 C31 C0 <wb> C24 C0 C16 <wb> C17 C0 C16 C11 C30 C0 C11 C21 C0 C37 C0 C16 <wb> C9 C0 C16 <wb> C32 C0 C29 C0 C25 C0 <wb> C24 C0 C16 <wb> C36 C9 C0 C1 C24 C0 C22 C0 C1 C23 <wb> C4 C0 C1 C29 C0 C32 C0 C22 C0 C1 C23 <wb> C3 C0 C24 C0 C1 C37 C0 C11 C21 C0 <wb> C28 C0 C29 C0 C33 C0 C22 C0 <wb> C19 C0 C29 C0 C1 C38 C0 C26 C17 C0 C11 C24 C0 C16 C19 C0 <wb> C11 C24 C0 C17 C0 C16 C24 C0 C24 C0 C16 <wb> C3 C0 C11 <wb> C22 C0 C26 C34 C0 C29 C0 C26 <wb> C7 C0 C1 C13 C0 C16 <wb> C24 C0 C15 C0 C16 C23 <wb> C28 C0 C29 C0 C16 C25 C0 C1 C22 C0 C11 <wb> C32 C0 C11 <wb> C22 C0 C16 C31 C0 C24 C0 <wb> C24 C0 C16 C31 C0 C12 C0 C21 C0 <wb> C13 C0 C38 C0 C36 C23 <wb> C15 C0 C32 C0 C36 C23
gujarati_female_000127|C20 C1 C30 C0 C19 C0 C29 C16 C24 C11 <wb> C11 C31 C0 C16 C38 C0 C1 <wb> C0 C24 C0 C11 <wb> C1 C12 C0 C29 C0 C16 C19 C0 C1 C22 C0 C1 C23 <wb> C17 C0 C22 C0 C16 C24 C0 <wb> C0 C8 C0 C16 C13 C0 C29 C0 C15 C0 C25 C0 C24 C0 C16 <wb> C1 <wb> C21 C0 C15 C0 C11 C29 C0 C11 <wb> C20 C0 C11 C9 C0 C36 C32 C0 C26 C24 C0 C1 <wb> C15 C0 C19 C0 C19 C0 <wb> C0 C24 C0 C11 <wb> C20 C0 C1 C7 C0 C38 C0 <wb> C30 C0 C36 C29 C0 C19 C0 C31 C0 C1 <wb> C30 C0 C1 C33 C0 C11 <wb> C17 C0 C26 C9 C0 C1 C38 C0 C11 C21 C0 C16 <wb> C5 C0 C16 C23 C32 C0 C1 C26 C22 C0 C1 C23 <wb> C37 C0 C8 C0 C1 C29 C0 C26 <wb> C19 C0 C29 C0 C38 C0 C26 <wb> C6 C0 C11
gujarati_female_000139|C16 C23 C13 C0 C21 C0 C11 C24 C0 C9 C0 <wb> C37 C0 C32 C0 C24 C0 <wb> C28 C0 C29 C0 C32 C0 <wb> C12 C0 C29 C0 C11 <wb> C32 C0 C11 <wb> C30 C0 C22 C0 C38 C0 <wb> C11 C34 C0 C21 C0 C11 <wb> C19 C0 C11 <wb> C32 C0 C29 C0 C11 C37 C0 C16 C30 C0 <wb> C9 C0 C16 C30 C0 C11 C22 C0 C3 C0 C29 C0 C33 C0 C16 <wb> C7 C0 C30 C0 <wb> C17 C0 C1 C24 C0 C38 C0 C36 C37 C0 C1 C29 C0 C16 <wb> C7 C0 C29 C0 C22 C0 C16 C38 C0 C1 C24 C0 <wb> C4 C0 C1 C29 C0 C32 C0 <wb> C0 C24 C0 C11 <wb> C28 C0 C1 C19 C0 C16 C30 C0 C32 C0 C1 C24 C0 <wb> C37 C0 C5 C0 C5 C0 C11 <wb> C19 C0 C29 C0 C16 C19 C0 C11 C34 C0 <wb> C31 C0 C29 C0 C11 C25 C0 C16 <wb> C29 C0 C22 C0 C1 C37 C0 C37 C0 C1 C24 C0 C16 <wb> C30 C0 C23 C4 C0 C1 C37 C0 C24 C0 C1 <wb> C6 C0 C11
gujarati_female_000154|C0 C22 C0 C11 C29 C0 C16 C19 C0 C1 C24 C0 C1 <wb> C17 C0 C11 <wb> C19 C0 C22 C0 C1 C24 C0 C9 C0 C26 C11 <wb> C26 C30 C0 C1 C22 C0 C1 <wb> C3 C0 C16 C24 C0 <wb> C21 C0 C1 C7 C0 C11 C24 C0 C24 C0 C26 <wb> C14 C0 C1 C32 C0 <wb> C19 C0 C29 C0 C38 C0 C26 <wb> C32 C0 C11 <wb> C3 C0 C8 C0 C1 <wb> C30 C0 C21 C0 C1 C22 C0 C32 C0 <wb> C29 C0 C16 C32 C0 C11 <wb> C28 C0 C26 C32 C0 C1 C24 C0 C1 <wb> C17 C0 C15 C0 C1 C17 C0 <wb> C28 C0 C29 C0 <wb> C28 C0 C1 C6 C0 C1 <wb> C12 C0 C29 C0 C38 C0 C1 <wb> C32 C0 C11 <wb> C3 C0 C32 C0 C1 C37 C0 C11 <wb> C6 C0 C11 <wb> C19 C0 C11 <wb> C32 C0 C11 C26 <wb> C15 C0 C1 C16 C34 C0 C11 C19 C0 C33 C0 C16 <wb> C30 C0 C36 C29 C0 C19 C0 C31 C0 C16 C32 C0 <wb> C15 C0 C32 C0 C1
gujarati_female_000156|C28 C0 C33 C0 C37 C0 C16 C24 C0 C1 <wb> C24 C0 C16 C29 C0 C37 C0 C8 C0 C16 <wb> C28 C0 C34 C0 <wb> C28 C0 C29 C0 <wb> C36 C4 C0 C11 C21 C0 C1 C23 <wb> C1 <wb> C37 C0 C19 C0 C31 C0 C26 <wb> C37 C0 C16 C31 C0 C1 C21 C0 <wb> C31 C0 C32 C0 C29 C0 C23 C17 C0 C12 C0 C21 C0 C19 C0 <wb> C28 C0 C29 C0 <wb> C22 C0 C36 C19 C0 C1 C38 C0 C11 C21 C0 C1 C23 <wb> C28 C0 C38 C0 C1 C7 C0 C1 C23 <wb> C17 C0 C11 C37 C0 C1 C23 <wb> C21 C0 C1 C13 C0 C11 <wb> C6 C0 C11 <wb> C31 C0 C23 C13 C0 C11 C33 C0 C16 <wb> C32 C0 C22 C0 C11 <wb> C11 C22 C0 C24 C0 C11 <wb> C17 C0 C26 C38 C0 C1 C23 <wb> C15 C0 C31 C0 C11 <wb> C32 C0 C26 <wb> C1 <wb> C37 C0 C1 C32 C0 <wb> C18 C0 C34 C0 <wb> C30 C0 C22 C0 C17 C0 C1 C16 <wb> C17 C0 C31 C0 C11
gujarati_female_000175|C22 C0 C15 C0 C1 C29 C0 C1 C31 C0 C34 C0 C29 C0 C24 C0 C1 <wb> C24 C0 C23 C7 C0 C36 C29 C0 C3 C0 C1 C29 C0 <wb> C17 C0 C16 C21 C0 C21 C0 C1 C22 C0 C1 C23 <wb> C7 C0 C29 C0 C11 C19 C0 <wb> C4 C0 C1 C29 C0 C32 C0 C16 C38 C0 C24 C0 C11 <wb> C20 C0 C1 C30 C0 <wb> C28 C0 C29 C0 C19 C0 C1 C29 C0 C24 C0 C26 <wb> C3 C0 C1 C29 C0 <wb> C1 C23 C19 C0 C9 C0 C1 C37 C0 C1 C21 C0 C26 <wb> C38 C0 C36 C24 C0 C16 C19 C0 <wb> C1 C16 C9 C0 C11 C24 C0 C34 C0 C16 C12 C0 C16 C19 C0 C11 C31 C0 C24 C0 <wb> C1 C28 C0 C37 C0 C1 C24 C0 C1 <wb> C28 C0 C29 C0 C26 C17 C0 C11 C19 C0 C34 C0 C24 C0 C26 <wb> C31 C0 C36 C4 C0 C1 C29 C0 C23 C4 C0 <wb> C33 C0 C38 C0 C26
gujarati_female_000196|C5 C0 C36 C23 C34 C0 C25 C0 C16 C24 C0 C1 C23 <wb> C28 C0 C29 C0 C16 C25 C0 C1 C22 C0 <wb> C28 C0 C6 C0 C16 <wb> C22 C0 C36 C21 C0 C1 C38 C0 C22 C0 C30 C0 C16 C23 C14 C0 <wb> C38 C0 C1 C7 C0 C37 C0 C11 <wb> C4 C0 C1 C29 C0 C32 C0 C24 C0 C1 <wb> C21 C0 C26 C19 C0 C31 C0 C1 C15 C0 C16 <wb> C29 C0 C1 C17 C0 C19 C0 C1 C29 C0 C25 C0 C22 C0 C1 C23 <wb> C37 C0 C14 C0 C36 <wb> C11 C19 C0 <wb> C37 C0 C23 C31 C0 C28 C0 C29 C0 C23 C28 C0 C29 C0 C1 C24 C0 C26 <wb> C36 C22 C0 C11 C29 C0 C26 <wb> C19 C0 C38 C0 C26 C23 <wb> C6 C0 C11
