gujarati_female_000047|t a ee m a n a aa q <wb> l a uu g a dx a aa q n a o <wb> sh a ii t a lx a <wb> s a p a r a sh a <wb> t a th a aa <wb> k a q p a w a aa n a ee <wb> k a aa r a nx a ee <wb> s a t a t a <wb> dh a r a uu j a y a aa <wb> k a r a t a ii <wb> b a aa p a u n a ii <wb> aa q g a lx a ii o m a aa q th a ii <wb> a m a aa r a aa <wb> p a r a <wb> ch a l a k a aa t a aa <wb> w a h a aa l a n a aa <wb> ch a aa q tx a aa <wb> h a j a ii <wb> ee <wb> ee j a <wb> gh a r a m a aa q <wb> k a y a aa q k a <wb> p a dx a y a aa <wb> h a sh a ee
gujarati_female_000090|aa <wb> w a i j a y a <wb> d a w a aa r a aa <wb> bh a aa r a t a ee <wb> o s a tx a r a ee l a i y a aa n a ee <wb> s a t a t a <wb> s a o lx a <wb> m a ee c a o <wb> j a ii t a w a aa n a o <wb> c a aa l a ii <wb> r a h a ee l a o <wb> u p a k a r a m a <wb> t a o dx a y a o <wb> h a t a o <wb> a n a ee <wb> bh a aa r a t a n a ii <wb> tx a ii m a n a ee <wb> g a u m a aa w a ii <wb> d a ii dh a ee l a o <wb> aa t a m a w a i sh a w a aa s a <wb> p a aa ch a o <wb> a p a aa w a y a o <wb> h a t a o
gujarati_female_000120|h a aa ii dx a r a o j a n a <wb> j a ee w a aa <wb> h a l a k a aa <wb> t a t a t a w a o <wb> t a aa r a aa n a aa <wb> h a aa r a d a m a aa q <wb> s a q l a y a n a <wb> p a aa m a ee <wb> ee tx a l a ee <wb> k a ee <wb> th a r a m a o n a y a uu k a l a i y a r a <wb> p a r a k a r a i y a aa <wb> k a r a ee <wb> t a y a aa r a ee <wb> p a r a k a aa sh a <wb> uu r a j a aa n a aa <wb> k a nx a o <wb> ee w a aa <wb> ph a o tx a o n a <wb> u t a p a n a n a <wb> th a aa y a <wb> ch a ee
gujarati_female_000123|ee p a r a i l a <wb> b a ee <wb> h a j a aa r a <wb> d a sh a <wb> n a ii <wb> j a ii ee s a ee l a w a ii <wb> dx a ii <wb> t a r a nx a <wb> n a ii <wb> u dx a aa n a m a aa q <wb> bh a aa r a t a m a aa q <wb> b a n a aa w a ee l a <wb> p a r a th a m a <wb> k a r a aa y a o j a ee n a i k a <wb> ee n a j a ii n a n a ii <wb> b a ee <wb> m a o tx a r a o <wb> d a aa g a ii <wb> n a h a ii q <wb> p a r a i nx a aa m a ee <wb> t a ee <wb> m a i sh a n a <wb> n a i sx a ph a lx a <wb> g a y a u q <wb> h a t a u q
gujarati_female_000127|kh aa s a k a r ii n ee <wb> ee sh a i y a aa <wb> a n a ee <wb> aa ph a r a i k a aa m a aa q <wb> j a m a ii n a <wb> a dh a i g a r a h a nx a n a ii <wb> aa <wb> l a h a ee r a ee <wb> kh a ee dx a uu t a o n a aa <wb> h a k a k a <wb> a n a ee <wb> kh a aa d a y a <wb> s a u r a k a sx a aa <wb> s a aa th a ee <wb> j a o dx a aa y a ee l a ii <wb> c a i q t a aa o m a aa q <wb> w a dh a aa r a o <wb> k a r a y a o <wb> ch a ee
gujarati_female_000139|ii q g a l a ee n a dx a <wb> w a t a n a <wb> p a r a t a <wb> ph a r a ee <wb> t a ee <wb> s a m a y a <wb> ee tx a l a ee <wb> k a ee <wb> t a r a ee w a ii s a <wb> dx a i s a ee m a b a r a th a ii <wb> d a s a <wb> j a aa n a y a u w a aa r a ii <wb> d a r a m a i y a aa n a <wb> bh a aa r a t a <wb> a n a ee <wb> p a aa k a i s a t a aa n a <wb> w a c a c a ee <wb> k a r a i k a ee tx a <wb> sh a r a ee nx a ii <wb> r a m a aa w a w a aa n a ii <wb> s a q bh a aa w a n a aa <wb> ch a ee
gujarati_female_000154|a m a ee r a i k a aa n a aa <wb> j a ee <wb> k a m a aa n a dx a o ee <wb> o s a aa m a aa <wb> b a i n a <wb> l a aa d a ee n a n a o <wb> gh a aa t a <wb> k a r a y a o <wb> t a ee <wb> b a dh a aa <wb> s a l a aa m a t a <wb> r a ii t a ee <wb> p a o t a aa n a aa <wb> j a h a aa j a <wb> p a r a <wb> p a aa ch a aa <wb> ph a r a y a aa <wb> t a ee <wb> b a t a aa w a ee <wb> ch a ee <wb> k a ee <wb> t a ee o <wb> h a aa ii tx a ee k a th a ii <wb> s a u r a k a sx a i t a <wb> h a t a aa
gujarati_female_000156|p a th a w a ii n a aa <wb> n a i r a w a dh a i <wb> p a tx a <wb> p a r a <wb> uu bh a ee l a aa q <wb> aa <wb> w a k a sx a o <wb> w a i sh a aa lx a <wb> sh a t a r a q j a ph a l a k a <wb> p a r a <wb> m a uu k a aa y a ee l a aa q <wb> p a y a aa d a aa q <wb> j a ee w a aa q <wb> l a aa g a ee <wb> ch a ee <wb> sh a q g a ee th a ii <wb> t a m a ee <wb> ee m a n a ee <wb> j a o y a aa q <wb> h a sh a ee <wb> t a o <wb> aa <wb> w a aa t a <wb> jh a tx a <wb> s a m a j a aa ii <wb> j a sh a ee
gujarati_female_000175|m a h a aa r a aa sx a tx a r a n a aa <wb> n a q d a u r a b a aa r a <wb> j a i l a l a aa m a aa q <wb> d a r a ee k a <wb> bh a aa r a t a ii y a n a ee <wb> kh a aa s a <wb> p a r a k a aa r a n a o <wb> b a aa r a <wb> aa q k a dx a aa w a aa lx a o <wb> y a u n a i k a <wb> aa i dx a ee n a tx a i ph a i k a ee sh a n a <wb> aa p a w a aa n a aa <wb> p a r a o j a ee k a tx a n a o <wb> sh a u bh a aa r a q bh a <wb> th a y a o
gujarati_female_000196|c a uu q tx a nx a ii n a aa q <wb> p a r a i nx a aa m a <wb> p a ch a ii <wb> m a u l a aa y a m a s a i q gh a <wb> y a aa d a w a ee <wb> bh a aa r a t a n a aa <wb> l a o k a sh a aa h a ii <wb> r a aa j a k a aa r a nx a m a aa q <wb> w a gh a u <wb> ee k a <wb> w a q sh a p a r a q p a r a aa n a o <wb> u m a ee r a o <wb> k a y a o mq <wb> ch a ee
